GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
0500000US12103,12103,"Pinellas County, Florida",43.1,0.4,42.7,0.5,43.5,0.6
0500000US12105,12105,"Polk County, Florida",40.3,0.6,40.5,0.8,40.0,0.9
0500000US12107,12107,"Putnam County, Florida",42.7,2.1,42.8,3.1,42.6,2.3
0500000US12109,12109,"St. Johns County, Florida",43.4,1.4,43.5,1.2,43.2,2.4
0500000US12111,12111,"St. Lucie County, Florida",41.5,0.6,42.3,1.0,41.0,1.2
0500000US12113,12113,"Santa Rosa County, Florida",40.8,1.2,40.4,1.0,41.6,2.3
0500000US12115,12115,"Sarasota County, Florida",45.5,0.5,45.2,0.8,45.7,0.7
0500000US12117,12117,"Seminole County, Florida",40.4,0.5,40.4,0.7,40.5,0.7
0500000US12119,12119,"Sumter County, Florida",47.0,3.8,44.6,2.3,50.5,4.4
0500000US12127,12127,"Volusia County, Florida",42.9,0.9,41.9,1.2,43.3,0.8
0500000US12131,12131,"Walton County, Florida",43.7,2.0,44.3,2.4,41.8,3.8
0500000US13013,13013,"Barrow County, Georgia",40.2,1.1,40.3,2.2,40.1,1.3
0500000US13015,13015,"Bartow County, Georgia",39.9,1.5,40.1,2.2,39.5,2.9
0500000US13021,13021,"Bibb County, Georgia",38.7,1.4,38.5,2.4,38.7,1.1
0500000US13031,13031,"Bulloch County, Georgia",32.9,1.7,33.8,2.2,31.9,2.1
0500000US13045,13045,"Carroll County, Georgia",36.1,1.0,35.9,1.2,36.4,2.0
0500000US13047,13047,"Catoosa County, Georgia",39.6,1.2,40.0,2.0,39.2,1.6
0500000US13051,13051,"Chatham County, Georgia",36.4,0.8,35.8,0.9,36.9,0.8
0500000US13057,13057,"Cherokee County, Georgia",41.5,0.8,41.8,0.7,40.8,1.5
0500000US13059,13059,"Clarke County, Georgia",29.9,0.8,30.4,0.9,29.1,1.8
0500000US13063,13063,"Clayton County, Georgia",38.9,0.8,38.2,1.1,40.1,1.4
0500000US13067,13067,"Cobb County, Georgia",40.2,0.5,39.8,0.5,40.6,0.7
0500000US13073,13073,"Columbia County, Georgia",39.6,2.4,38.6,1.9,41.5,2.7
0500000US13077,13077,"Coweta County, Georgia",42.0,0.7,42.6,1.3,41.4,1.4
0500000US13089,13089,"DeKalb County, Georgia",38.9,0.4,38.5,0.7,39.2,0.6
0500000US13095,13095,"Dougherty County, Georgia",38.3,1.1,39.0,1.7,36.8,1.9
0500000US13097,13097,"Douglas County, Georgia",40.9,1.0,40.8,1.1,41.0,1.6
0500000US13113,13113,"Fayette County, Georgia",44.8,0.9,44.5,1.6,45.0,1.1
0500000US13115,13115,"Floyd County, Georgia",40.6,1.0,40.7,1.8,40.5,1.2
0500000US13117,13117,"Forsyth County, Georgia",42.8,0.5,43.0,0.5,42.5,0.9
0500000US13121,13121,"Fulton County, Georgia",38.6,0.4,39.1,0.5,38.1,0.6
0500000US13127,13127,"Glynn County, Georgia",41.7,1.6,42.2,1.4,40.9,2.0
0500000US13135,13135,"Gwinnett County, Georgia",41.2,0.4,41.3,0.6,41.1,0.5
0500000US13139,13139,"Hall County, Georgia",39.4,0.7,39.8,1.5,39.3,0.8
0500000US13151,13151,"Henry County, Georgia",42.1,1.0,42.3,1.3,42.0,1.6
0500000US13153,13153,"Houston County, Georgia",37.8,0.7,38.6,1.5,37.1,0.9
0500000US13179,13179,"Liberty County, Georgia",33.6,1.0,31.1,1.7,35.5,1.6
0500000US13185,13185,"Lowndes County, Georgia",34.1,1.0,34.1,1.7,34.1,1.4
0500000US13215,13215,"Muscogee County, Georgia",36.2,0.8,34.2,0.9,38.8,1.1
0500000US13217,13217,"Newton County, Georgia",41.5,1.3,42.3,0.8,40.0,2.6
0500000US13223,13223,"Paulding County, Georgia",41.1,1.3,41.5,1.6,40.1,2.2
0500000US13245,13245,"Richmond County, Georgia",36.2,1.1,35.4,1.7,36.7,1.4
0500000US13247,13247,"Rockdale County, Georgia",43.7,1.0,43.8,1.4,43.6,1.7
0500000US13285,13285,"Troup County, Georgia",39.0,2.2,38.1,1.9,40.7,3.1
0500000US13295,13295,"Walker County, Georgia",41.6,2.4,38.9,2.2,43.3,1.9
0500000US13297,13297,"Walton County, Georgia",41.1,1.1,40.9,1.5,41.4,2.0
0500000US13313,13313,"Whitfield County, Georgia",39.7,1.1,39.0,0.9,40.9,1.9
0500000US15001,15001,"Hawaii County, Hawaii",42.0,1.1,41.0,1.2,43.2,1.4
0500000US15003,15003,"Honolulu County, Hawaii",38.8,0.3,37.6,0.4,40.2,0.6
0500000US15007,15007,"Kauai County, Hawaii",43.1,1.0,42.6,1.3,43.5,1.0
0500000US15009,15009,"Maui County, Hawaii",42.2,0.6,42.2,0.7,42.2,0.9
0500000US16001,16001,"Ada County, Idaho",39.1,0.8,38.6,0.9,39.7,1.4
0500000US16005,16005,"Bannock County, Idaho",37.2,0.9,36.9,1.0,37.6,1.6
0500000US16019,16019,"Bonneville County, Idaho",37.1,0.7,36.8,0.7,37.6,1.4
0500000US16027,16027,"Canyon County, Idaho",37.8,0.7,38.1,1.2,37.6,0.8
0500000US16055,16055,"Kootenai County, Idaho",39.5,1.3,39.5,1.2,39.4,2.0
0500000US16083,16083,"Twin Falls County, Idaho",38.2,2.6,37.8,3.1,38.8,3.2
0500000US17001,17001,"Adams County, Illinois",41.8,0.9,41.2,1.1,42.6,1.2
0500000US17019,17019,"Champaign County, Illinois",33.2,0.8,32.6,0.7,33.9,1.0
0500000US17031,17031,"Cook County, Illinois",38.7,0.2,38.8,0.3,38.5,0.3
0500000US17037,17037,"DeKalb County, Illinois",34.6,0.7,34.8,1.2,34.5,0.8
0500000US17043,17043,"DuPage County, Illinois",41.7,0.3,41.6,0.4,41.8,0.5
0500000US17089,17089,"Kane County, Illinois",40.6,0.4,40.8,0.4,40.3,0.4
0500000US17091,17091,"Kankakee County, Illinois",39.5,1.3,39.2,1.2,39.8,1.8
0500000US17093,17093,"Kendall County, Illinois",40.0,2.0,39.2,1.7,41.1,1.9
0500000US17097,17097,"Lake County, Illinois",42.0,0.4,41.1,0.6,42.4,0.4
0500000US17099,17099,"LaSalle County, Illinois",42.0,1.1,41.9,1.3,42.2,2.1
0500000US17111,17111,"McHenry County, Illinois",43.4,0.6,43.6,0.9,43.2,1.0
0500000US17113,17113,"McLean County, Illinois",36.4,0.7,36.5,1.0,36.3,0.9
0500000US17115,17115,"Macon County, Illinois",40.7,1.0,40.8,1.9,40.7,1.0
0500000US17119,17119,"Madison County, Illinois",40.5,0.6,40.1,0.9,40.7,0.7
0500000US17143,17143,"Peoria County, Illinois",39.4,0.8,39.5,1.1,39.3,1.0
0500000US17161,17161,"Rock Island County, Illinois",39.6,1.0,38.9,1.6,40.2,1.3
0500000US17163,17163,"St. Clair County, Illinois",40.1,0.9,40.3,0.9,39.8,1.2
0500000US17167,17167,"Sangamon County, Illinois",40.2,0.5,39.7,0.8,40.7,0.8
0500000US17179,17179,"Tazewell County, Illinois",41.4,0.6,41.2,0.8,41.7,1.0
0500000US17183,17183,"Vermilion County, Illinois",41.5,1.3,41.2,1.8,41.7,1.3
0500000US17197,17197,"Will County, Illinois",42.0,0.4,42.0,0.5,42.0,0.5
0500000US17199,17199,"Williamson County, Illinois",41.2,1.2,41.8,1.7,40.7,1.8
0500000US17201,17201,"Winnebago County, Illinois",40.4,0.6,40.6,0.7,40.2,1.0
0500000US18003,18003,"Allen County, Indiana",39.4,0.6,39.5,0.9,39.3,0.7
0500000US18005,18005,"Bartholomew County, Indiana",40.1,1.4,40.5,1.3,39.0,2.7
0500000US18019,18019,"Clark County, Indiana",40.6,1.6,39.7,2.3,40.9,1.5
0500000US18035,18035,"Delaware County, Indiana",35.0,2.6,37.5,1.9,32.9,2.8
0500000US18039,18039,"Elkhart County, Indiana",40.4,0.9,41.0,1.1,39.8,1.1
0500000US18043,18043,"Floyd County, Indiana",42.1,1.8,41.7,2.7,42.3,1.9
0500000US18053,18053,"Grant County, Indiana",37.6,1.7,41.3,4.8,35.8,1.6
0500000US18057,18057,"Hamilton County, Indiana",41.0,0.6,41.3,0.8,40.8,0.6
0500000US18059,18059,"Hancock County, Indiana",41.0,1.5,40.6,0.6,42.3,2.7
0500000US18063,18063,"Hendricks County, Indiana",40.5,1.5,41.2,2.1,39.9,2.2
0500000US18067,18067,"Howard County, Indiana",40.0,1.1,40.2,2.0,39.9,1.3
0500000US18081,18081,"Johnson County, Indiana",40.3,1.2,40.9,1.5,39.4,1.6
0500000US18085,18085,"Kosciusko County, Indiana",40.3,1.0,39.7,1.6,40.6,0.9
0500000US18089,18089,"Lake County, Indiana",40.6,0.5,40.4,0.8,40.8,0.6
0500000US18091,18091,"LaPorte County, Indiana",42.5,1.0,42.5,1.6,42.4,1.2
0500000US18095,18095,"Madison County, Indiana",40.8,1.3,42.0,1.4,40.1,2.1
0500000US18097,18097,"Marion County, Indiana",37.8,0.4,37.8,0.6,37.7,0.5
0500000US18105,18105,"Monroe County, Indiana",29.7,0.8,30.3,0.6,28.7,1.2
0500000US18109,18109,"Morgan County, Indiana",43.8,1.4,43.7,2.0,43.9,1.9
0500000US18127,18127,"Porter County, Indiana",40.4,1.2,41.1,1.5,39.8,1.2
0500000US18141,18141,"St. Joseph County, Indiana",39.2,0.8,39.4,1.0,38.9,1.6
0500000US18157,18157,"Tippecanoe County, Indiana",31.2,0.8,31.2,1.0,31.0,1.5
0500000US18163,18163,"Vanderburgh County, Indiana",38.1,0.9,38.4,0.8,37.5,1.8
0500000US18167,18167,"Vigo County, Indiana",36.2,0.7,36.3,0.8,35.9,1.3
0500000US18177,18177,"Wayne County, Indiana",39.5,1.2,39.0,1.7,39.7,1.8
0500000US19013,19013,"Black Hawk County, Iowa",35.2,0.7,36.0,0.9,34.2,1.1
0500000US19049,19049,"Dallas County, Iowa",38.6,0.9,38.1,0.9,39.1,1.5
0500000US19061,19061,"Dubuque County, Iowa",38.8,1.2,39.5,1.8,38.5,1.1
0500000US19103,19103,"Johnson County, Iowa",32.1,0.7,32.3,1.0,31.9,1.1
0500000US19113,19113,"Linn County, Iowa",40.5,0.9,39.5,0.9,41.3,0.9
0500000US19153,19153,"Polk County, Iowa",38.3,0.4,38.2,0.7,38.4,0.5
0500000US19155,19155,"Pottawattamie County, Iowa",40.1,1.4,39.5,1.4,40.9,1.8
0500000US19163,19163,"Scott County, Iowa",39.6,1.0,39.5,1.1,39.7,1.9
0500000US19169,19169,"Story County, Iowa",27.3,0.9,27.6,0.8,26.9,1.9
0500000US19193,19193,"Woodbury County, Iowa",38.4,1.8,38.5,1.8,38.2,2.7
0500000US20015,20015,"Butler County, Kansas",41.8,1.4,39.8,3.3,43.2,1.8
0500000US20045,20045,"Douglas County, Kansas",31.6,1.0,32.0,1.2,31.1,1.6
0500000US20091,20091,"Johnson County, Kansas",40.6,0.4,40.3,0.6,40.9,0.5
0500000US20103,20103,"Leavenworth County, Kansas",39.1,1.3,38.7,1.0,39.8,1.3
0500000US20161,20161,"Riley County, Kansas",26.5,0.9,26.2,0.9,27.0,1.3
0500000US20173,20173,"Sedgwick County, Kansas",39.1,0.5,39.6,0.8,38.8,0.5
0500000US20177,20177,"Shawnee County, Kansas",39.4,1.0,39.7,1.6,39.2,1.2
0500000US20209,20209,"Wyandotte County, Kansas",38.0,0.9,37.9,0.9,38.4,1.9
0500000US21015,21015,"Boone County, Kentucky",40.7,0.5,40.3,0.9,41.2,1.3
0500000US21029,21029,"Bullitt County, Kentucky",40.4,0.9,41.1,2.1,39.6,1.1
0500000US21037,21037,"Campbell County, Kentucky",38.5,1.1,39.1,1.3,37.7,1.4
0500000US21047,21047,"Christian County, Kentucky",32.1,1.8,29.2,1.4,37.1,2.2
0500000US21059,21059,"Daviess County, Kentucky",40.4,1.2,40.9,1.4,39.9,1.9
0500000US21067,21067,"Fayette County, Kentucky",36.4,0.5,36.8,0.6,35.8,0.5
0500000US21093,21093,"Hardin County, Kentucky",40.2,1.5,38.3,1.5,41.5,1.4
0500000US21111,21111,"Jefferson County, Kentucky",39.0,0.5,39.1,0.6,39.0,0.7
0500000US21117,21117,"Kenton County, Kentucky",39.6,0.7,40.5,1.4,38.9,1.0
0500000US21145,21145,"McCracken County, Kentucky",38.4,2.3,40.2,3.0,37.7,1.0
0500000US21151,21151,"Madison County, Kentucky",35.3,1.1,35.9,2.0,34.8,1.5
0500000US21185,21185,"Oldham County, Kentucky",42.3,1.1,42.5,1.1,41.8,1.9
0500000US21227,21227,"Warren County, Kentucky",35.4,0.7,35.1,1.0,35.7,1.4
0500000US22005,22005,"Ascension Parish, Louisiana",38.0,1.4,37.9,1.4,38.5,1.9
0500000US22015,22015,"Bossier Parish, Louisiana",36.9,1.0,36.1,0.8,39.3,3.2
0500000US22017,22017,"Caddo Parish, Louisiana",38.4,0.7,38.8,1.7,38.2,0.8
0500000US22019,22019,"Calcasieu Parish, Louisiana",37.9,1.2,38.8,2.0,37.6,1.2
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",36.5,0.9,37.2,0.9,35.9,0.7
0500000US22045,22045,"Iberia Parish, Louisiana",40.9,2.5,42.9,2.3,39.6,1.0
0500000US22051,22051,"Jefferson Parish, Louisiana",40.2,0.5,39.9,0.9,40.5,0.9
0500000US22055,22055,"Lafayette Parish, Louisiana",37.5,0.6,37.4,0.6,37.9,1.6
0500000US22057,22057,"Lafourche Parish, Louisiana",39.3,1.5,41.4,2.1,35.7,1.6
0500000US22063,22063,"Livingston Parish, Louisiana",39.6,1.2,40.2,1.9,39.2,1.0
0500000US22071,22071,"Orleans Parish, Louisiana",37.0,0.6,37.5,0.8,36.7,0.7
0500000US22073,22073,"Ouachita Parish, Louisiana",39.6,1.1,39.6,2.1,39.6,1.2
0500000US22079,22079,"Rapides Parish, Louisiana",38.4,0.7,39.5,1.3,37.7,0.9
0500000US22097,22097,"St. Landry Parish, Louisiana",41.3,0.8,41.6,1.3,41.0,1.5
0500000US22103,22103,"St. Tammany Parish, Louisiana",41.3,0.9,42.5,0.8,40.5,0.7
0500000US22105,22105,"Tangipahoa Parish, Louisiana",39.1,1.3,40.0,1.5,37.9,1.7
0500000US22109,22109,"Terrebonne Parish, Louisiana",40.7,2.0,38.9,2.8,42.4,2.2
0500000US23001,23001,"Androscoggin County, Maine",41.2,1.4,40.9,1.3,41.8,2.5
0500000US23003,23003,"Aroostook County, Maine",44.3,1.5,43.7,2.5,44.8,1.6
0500000US23005,23005,"Cumberland County, Maine",40.8,0.7,40.5,0.7,41.3,0.7
0500000US23011,23011,"Kennebec County, Maine",43.0,1.0,42.5,1.2,43.9,1.4
0500000US23019,23019,"Penobscot County, Maine",40.6,1.3,39.8,2.0,41.2,0.9
0500000US23031,23031,"York County, Maine",43.6,0.7,43.9,0.9,43.3,1.0
0500000US24001,24001,"Allegany County, Maryland",38.1,1.5,37.4,1.8,38.7,1.8
